Sample	FastQC_mqc-generalstats-percent_duplicates	FastQC_mqc-generalstats-percent_fails	Cutadapt_mqc-generalstats-percent_trimmed	FastQC_mqc-generalstats-total_sequences	FastQC_mqc-generalstats-percent_gc	FastQC_mqc-generalstats-avg_sequence_length
Sample_IPO3917_C5_R2	59.10044016194143	41.66666666666667	13.07593096150454	32574295.0	39.0	126.0
Sample_IPO3917_C6_R1	67.33677386718763	50.0	4.938968480316014	6126617.0	39.0	126.0
Sample_IPO3917_C6_R2	66.92975309976978	41.66666666666667	5.864734832777065	6126617.0	38.0	126.0
Sample_IPO3917_C7_R1	68.99482970819699	25.0	2.8805464375794054	12510913.0	36.0	126.0
Sample_IPO3917_C7_R2	70.03402587746704	25.0	3.234722624426637	12510913.0	36.0	126.0
Sample_IPO3917_C8_R1	62.30559094513466	25.0	2.598485674710356	9359921.0	39.0	126.0
Sample_IPO3917_C8_R2	61.82411784960535	25.0	3.66946515555569	9359921.0	39.0	126.0
Sample_IPO3917_C9_R1	60.02986152946919	25.0	4.273905586123133	11923023.0	36.0	126.0
Sample_IPO3917_C9_R2	60.2633664747738	25.0	4.8954820634075125	11923023.0	36.0	126.0
Sample_IPO3917_D10_R1	60.276849763485785	25.0	4.18452942324	5165565.0	39.0	126.0
Sample_IPO3917_D10_R2	60.37086189143764	33.33333333333333	4.984292733754796	5165565.0	39.0	126.0
Sample_IPO3917_D11_R1	50.45930387332705	25.0	3.4329534221621145	9642020.0	36.0	126.0
Sample_IPO3917_D11_R2	50.226025660122566	25.0	4.469974809006464	9642020.0	36.0	126.0
Sample_IPO3917_D12_R1	43.61385443718394	16.666666666666664	3.597455430364386	7143399.0	36.0	126.0
Sample_IPO3917_D12_R2	43.68809310462116	16.666666666666664	4.270299499524411	7143399.0	36.0	126.0
Sample_IPO3917_D1_R1	46.2303634507328	25.0	5.817225253427034	5835492.0	38.0	126.0
Sample_IPO3917_D1_R2	46.38429854906999	33.33333333333333	6.493096774995885	5835492.0	38.0	126.0
Sample_IPO3917_D2_R1	56.232361525562865	41.66666666666667	5.42718928034086	5858490.0	37.0	126.0
Sample_IPO3917_D2_R2	55.74731620903855	50.0	6.542463255131537	5858490.0	37.0	126.0
Sample_IPO3917_D3_R1	57.92322695328532	33.33333333333333	5.319736050019851	4290647.0	37.0	126.0
Sample_IPO3917_D3_R2	57.44274106103015	41.66666666666667	6.314327789562177	4290647.0	37.0	126.0
Sample_IPO3917_D4_R1	77.11548890365847	25.0	4.232868587990491	10120750.0	37.0	126.0
Sample_IPO3917_D4_R2	76.94090869078006	25.0	5.078426178497813	10120750.0	37.0	126.0
Sample_IPO3917_D5_R1	58.80919408184608	41.66666666666667	16.866776396994755	43832364.0	38.0	126.0
Sample_IPO3917_D5_R2	59.059006587806564	41.66666666666667	17.41526341311103	43832364.0	39.0	126.0
Sample_IPO3917_D6_R1	63.14799646082241	33.33333333333333	3.92068073246929	5876003.0	38.0	126.0
Sample_IPO3917_D6_R2	62.35836372815174	41.66666666666667	5.363188667264584	5876003.0	38.0	126.0
Sample_IPO3917_D7_R1	62.294898894180974	33.33333333333333	4.298872195688907	9005121.0	36.0	126.0
Sample_IPO3917_D7_R2	62.61095785245226	41.66666666666667	4.850244531849032	9005121.0	35.0	126.0
Sample_IPO3917_D8_R1	36.64780544129482	16.666666666666664	3.4414102795449146	2620956.0	35.0	126.0
Sample_IPO3917_D8_R2	36.82068928602597	16.666666666666664	3.907434950974026	2620956.0	35.0	126.0
Sample_IPO3917_D9_R1	59.647229463702715	25.0	3.651764053255762	10328557.0	36.0	126.0
Sample_IPO3917_D9_R2	60.049795390859764	25.0	4.278453033830963	10328557.0	35.0	126.0
Sample_IPO3917_E10_R1	60.644078218225886	25.0	4.3879503203341494	9211968.0	38.0	126.0
Sample_IPO3917_E10_R2	60.90546840306937	33.33333333333333	5.208894887159075	9211968.0	38.0	126.0
Sample_IPO3917_E11_R1	43.09070951571732	16.666666666666664	3.497775262163383	8493239.0	35.0	126.0
Sample_IPO3917_E11_R2	43.19593524402858	25.0	4.308304280205459	8493239.0	35.0	126.0
Sample_IPO3917_E12_R1	64.42862017299322	25.0	4.00426516313278	7957380.0	36.0	126.0
Sample_IPO3917_E12_R2	64.48643993460742	25.0	4.64955293373064	7957380.0	36.0	126.0
Sample_IPO3917_E1_R1	65.63570594486123	25.0	3.670684218283121	6335020.0	37.0	126.0
Sample_IPO3917_E1_R2	65.13656747291438	25.0	4.745880332721416	6335020.0	37.0	126.0
Sample_IPO3917_E2_R1	50.04455638659179	25.0	5.413968896797938	6310393.0	38.0	126.0
Sample_IPO3917_E2_R2	49.93811168185345	33.33333333333333	6.313673634076658	6310393.0	38.0	126.0
Sample_IPO3917_E3_R1	60.10423962038227	50.0	7.381847743472041	8480293.0	37.0	126.0
Sample_IPO3917_E3_R2	60.34096137187825	58.333333333333336	7.992186699284437	8480293.0	37.0	126.0
Sample_IPO3917_E4_R1	64.70167391672406	16.666666666666664	5.150128252655366	10031922.0	37.0	126.0
Sample_IPO3917_E4_R2	64.81600492920765	33.33333333333333	5.962480379655872	10031922.0	37.0	126.0
Sample_IPO3917_E5_R1	68.49544479546208	16.666666666666664	4.352498148272033	9092794.0	36.0	126.0
Sample_IPO3917_E5_R2	68.21041402782083	33.33333333333333	5.3542689173112565	9092794.0	36.0	126.0
Sample_IPO3917_E6_R1	69.28274038071001	33.33333333333333	3.720857474954452	10663350.0	36.0	126.0
Sample_IPO3917_E6_R2	68.69819088432568	41.66666666666667	4.836151583144789	10663350.0	36.0	126.0
Sample_IPO3917_E7_R1	68.05447580147309	33.33333333333333	5.2305003188733625	11944932.0	36.0	126.0
Sample_IPO3917_E7_R2	68.1543394011043	41.66666666666667	5.857911652339784	11944932.0	35.0	126.0
Sample_IPO3917_E8_R1	54.24486579913995	25.0	3.717726830883874	7453164.0	37.0	126.0
Sample_IPO3917_E8_R2	54.331551287807365	25.0	4.478929063836897	7453164.0	37.0	126.0
Sample_IPO3917_E9_R1	55.7124349099244	25.0	3.5466213348254914	9136015.0	38.0	126.0
Sample_IPO3917_E9_R2	55.834062806398634	33.33333333333333	4.452998936556592	9136015.0	38.0	126.0
Sample_IPO3917_F10_R1	42.34996782520082	25.0	4.540803846657265	2674147.0	37.0	126.0
Sample_IPO3917_F10_R2	41.79663674197162	33.33333333333333	5.6847152702204795	2674147.0	37.0	126.0
Sample_IPO3917_F11_R1	46.893160772489885	16.666666666666664	4.093594717660711	7444405.0	39.0	126.0
Sample_IPO3917_F11_R2	46.792536772634406	25.0	5.029065665731726	7444405.0	39.0	126.0
Sample_IPO3917_F12_R1	64.42757990415092	25.0	4.3454559319859145	9457716.0	37.0	126.0
Sample_IPO3917_F12_R2	64.57603660737624	25.0	5.200940088041794	9457716.0	36.0	126.0
Sample_IPO3917_F1_R1	43.60876665833804	41.66666666666667	5.39228787069165	4133362.0	37.0	126.0
Sample_IPO3917_F1_R2	43.76711067266441	41.66666666666667	5.884185380803388	4133362.0	37.0	126.0
Sample_IPO3917_F2_R1	77.78786946960469	33.33333333333333	3.1926769932611516	7242213.0	39.0	126.0
Sample_IPO3917_F2_R2	77.26763555872364	33.33333333333333	4.086185670612972	7242213.0	39.0	126.0
Sample_IPO3917_F3_R1	52.678629087726115	50.0	7.333548240446588	4185640.0	38.0	126.0
Sample_IPO3917_F3_R2	52.347108121233056	50.0	8.177144933781912	4185640.0	38.0	126.0
Sample_IPO3917_F4_R1	61.378617279352035	25.0	6.080597683511107	7829275.0	38.0	126.0
Sample_IPO3917_F4_R2	61.78974915632651	41.66666666666667	6.815979585776279	7829275.0	38.0	126.0
Sample_IPO3917_F5_R1	71.49094854525427	16.666666666666664	4.585283354703236	9983519.0	36.0	126.0
Sample_IPO3917_F5_R2	71.4187214157063	33.33333333333333	5.368995307833507	9983519.0	36.0	126.0
Sample_IPO3917_F6_R1	68.25419378107244	25.0	3.2077785575947164	6724818.0	36.0	126.0
Sample_IPO3917_F6_R2	67.75539487634123	33.33333333333333	4.2283418473301975	6724818.0	36.0	126.0
Sample_IPO3917_F7_R1	56.88451727612885	33.33333333333333	4.377839584937993	5690459.0	38.0	126.0
Sample_IPO3917_F7_R2	57.228644034604756	41.66666666666667	4.9911650081776955	5690459.0	38.0	126.0
Sample_IPO3917_F8_R1	56.58485274786687	25.0	3.48972884441133	8831420.0	38.0	126.0
Sample_IPO3917_F8_R2	56.18121824657876	33.33333333333333	4.643189020673049	8831420.0	38.0	126.0
Sample_IPO3917_F9_R1	50.42696231846786	25.0	3.8963850170378485	7957219.0	34.0	126.0
Sample_IPO3917_F9_R2	50.64487378251185	25.0	4.405626503510199	7957219.0	34.0	126.0
Sample_IPO3917_G10_R1	37.616949523100764	33.33333333333333	10.911972838368836	33781668.0	38.0	126.0
Sample_IPO3917_G10_R2	38.39398924429578	25.0	11.406377527899414	33781668.0	38.0	126.0
Sample_IPO3917_G11_R1	57.345937106873755	25.0	3.9279899416735207	10959998.0	37.0	126.0
Sample_IPO3917_G11_R2	58.092812123192566	25.0	4.436927874888356	10959998.0	37.0	126.0
Sample_IPO3917_G12_R1	61.924121022699325	25.0	3.2121766021274194	9406576.0	36.0	126.0
Sample_IPO3917_G12_R2	61.866784736907945	25.0	4.112787861098617	9406576.0	36.0	126.0
Sample_IPO3917_G1_R1	52.437273965305835	41.66666666666667	5.468981948828204	7126095.0	37.0	126.0
Sample_IPO3917_G1_R2	52.411771911929264	50.0	6.368621020727118	7126095.0	37.0	126.0
Sample_IPO3917_G2_R1	54.75655360030305	50.0	5.92914280821726	7859034.0	37.0	126.0
Sample_IPO3917_G2_R2	54.79728747738391	58.333333333333336	6.347697722420112	7859034.0	37.0	126.0
Sample_IPO3917_G3_R1	61.150154848488924	33.33333333333333	5.839571923529883	7890449.0	37.0	126.0
Sample_IPO3917_G3_R2	60.708353404595194	41.66666666666667	6.657036619399978	7890449.0	37.0	126.0
Sample_IPO3917_G4_R1	90.89341838992195	33.33333333333333	2.6979394690561076	10301391.0	38.0	126.0
Sample_IPO3917_G4_R2	89.59624956765961	41.66666666666667	4.33789398572407	10301391.0	38.0	126.0
Sample_IPO3917_G5_R1	50.67730270326011	41.66666666666667	15.818833039003838	115207240.0	38.0	126.0
Sample_IPO3917_G5_R2	51.98346227017747	41.66666666666667	16.144708137087264	115207240.0	38.0	126.0
Sample_IPO3917_G6_R1	63.96766581921348	33.33333333333333	3.262062063880115	6040752.0	37.0	126.0
Sample_IPO3917_G6_R2	63.57581213718604	41.66666666666667	4.409591194175299	6040752.0	37.0	126.0
Sample_IPO3917_G7_R1	64.52527387196415	50.0	4.4831161460687	12316984.0	37.0	126.0
Sample_IPO3917_G7_R2	65.34227576698643	50.0	4.964451898547129	12316984.0	37.0	126.0
Sample_IPO3917_G8_R1	51.48237522701397	25.0	3.732206763267839	14409063.0	37.0	126.0
Sample_IPO3917_G8_R2	50.82338599233174	33.33333333333333	5.238601213738528	14409063.0	37.0	126.0
Sample_IPO3917_G9_R1	63.42991984515237	25.0	3.686807833791969	10580448.0	37.0	126.0
Sample_IPO3917_G9_R2	64.05268232295697	25.0	4.200330887660195	10580448.0	37.0	126.0
Sample_IPO3917_H10_R1	77.88071351359336	25.0	2.4421615200482067	7989029.0	35.0	126.0
Sample_IPO3917_H10_R2	77.6924905084966	25.0	3.1099952276418152	7989029.0	35.0	126.0
Sample_IPO3917_H11_R1	68.05992412735182	25.0	3.5834202588411954	9393511.0	37.0	126.0
Sample_IPO3917_H11_R2	68.00896118653472	25.0	4.441900760087857	9393511.0	37.0	126.0
Sample_IPO3917_H12_R1	59.76199056357162	41.66666666666667	19.756505347624643	102883852.0	39.0	126.0
Sample_IPO3917_H12_R2	60.910580537564215	41.66666666666667	20.01381978021412	102883852.0	39.0	126.0
Sample_IPO3917_H1_R1	48.33375125538753	16.666666666666664	4.145928501329994	5778597.0	38.0	126.0
Sample_IPO3917_H1_R2	48.28035766402745	25.0	5.087213444579429	5778597.0	38.0	126.0
Sample_IPO3917_H2_R1	62.83547856382572	25.0	3.9377970394866386	6095884.0	37.0	126.0
Sample_IPO3917_H2_R2	62.45364959515624	33.33333333333333	4.988060744354663	6095884.0	37.0	126.0
Sample_IPO3917_H3_R1	69.10850956782019	41.66666666666667	6.1034782086478065	5850455.0	37.0	126.0
Sample_IPO3917_H3_R2	68.96818519157151	50.0	6.879342432910489	5850455.0	37.0	126.0
Sample_IPO3917_H4_R1	59.26649323992228	41.66666666666667	16.888606235074484	55638873.0	40.0	126.0
Sample_IPO3917_H4_R2	60.086952493717256	41.66666666666667	17.31467265729615	55638873.0	40.0	126.0
Sample_IPO3917_H5_R1	68.15570167925907	25.0	3.5869513885087945	10672487.0	35.0	126.0
Sample_IPO3917_H5_R2	67.63421441058772	33.33333333333333	4.712428559499069	10672487.0	35.0	126.0
Sample_IPO3917_H6_R1	72.7888089710734	33.33333333333333	3.912712957318721	8084045.0	37.0	126.0
Sample_IPO3917_H6_R2	72.65364590759161	33.33333333333333	4.792086787999725	8084045.0	37.0	126.0
Sample_IPO3917_H7_R1	53.72020237712792	50.0	5.114097734693566	4757254.0	37.0	126.0
Sample_IPO3917_H7_R2	54.20802606998801	50.0	5.445397468558308	4757254.0	37.0	126.0
Sample_IPO3917_H8_R1	58.138581122284215	25.0	4.529112341656526	11528402.0	36.0	126.0
Sample_IPO3917_H8_R2	59.11664209609602	25.0	5.099033701068051	11528402.0	36.0	126.0
Sample_IPO3917_H9_R1	52.29477502381295	25.0	3.468615007632505	4399885.0	37.0	126.0
Sample_IPO3917_H9_R2	52.04516788329836	25.0	4.45601978305674	4399885.0	37.0	126.0
