Sample_IPO3916_C11_R2	47116.0	11595.0	9665.0	8502.0	7464.0	7047.0	7286.0	7893.0	8599.0	9468.0	10054.0	10867.0	12113.0	13551.0	14962.0	16928.0	19353.0	22210.0	25975.0	31282.0	40000.0	51963.0	66587.0	84158.0	103311.0	127029.0	155652.0	191287.0	239518.0	305908.0	408422.0	582941.0	936757.0	2035010.0	8349591.0
Sample_IPO3916_C12_R1	352.0	255.0	424.0	619.0	1015.0	1578.0	2028.0	2449.0	2996.0	3449.0	4301.0	4462.0	5105.0	5340.0	5948.0	6547.0	6997.0	8070.0	9318.0	10818.0	13102.0	16703.0	22427.0	29994.0	41082.0	54712.0	72087.0	95051.0	124909.0	168418.0	232460.0	338693.0	550366.0	1229514.0	4509041.0
Sample_IPO3916_C12_R2	27919.0	7215.0	6300.0	5780.0	4967.0	4734.0	4948.0	5122.0	5403.0	5691.0	6233.0	6455.0	7279.0	7995.0	8996.0	9960.0	11394.0	12885.0	15198.0	18449.0	23635.0	30733.0	39455.0	49522.0	59653.0	72951.0	88551.0	107869.0	134691.0	172483.0	230648.0	325778.0	516373.0	1102723.0	4442642.0
Sample_IPO3916_C1_R1	226.0	177.0	216.0	382.0	658.0	995.0	1298.0	1636.0	1981.0	2493.0	2903.0	3312.0	3772.0	4281.0	4797.0	5399.0	6032.0	6707.0	8049.0	9692.0	11528.0	14343.0	19103.0	25245.0	34108.0	45397.0	59652.0	79064.0	104467.0	142368.0	197677.0	288435.0	454168.0	988352.0	2941147.0
Sample_IPO3916_C1_R2	12874.0	3253.0	2557.0	2415.0	2193.0	2101.0	2104.0	2472.0	2633.0	2822.0	3084.0	3459.0	3741.0	4271.0	4939.0	5711.0	6667.0	7720.0	9276.0	11293.0	13924.0	18100.0	23031.0	29250.0	36196.0	45237.0	56078.0	70967.0	90827.0	121237.0	167004.0	245157.0	395643.0	837702.0	3224122.0
Sample_IPO3916_C2_R1	567.0	510.0	733.0	1090.0	1787.0	2662.0	3586.0	4268.0	5172.0	6223.0	7189.0	7914.0	8645.0	9606.0	10623.0	11697.0	12820.0	14570.0	16773.0	20272.0	24792.0	31228.0	41874.0	56471.0	76998.0	101950.0	135041.0	176799.0	234252.0	316579.0	441164.0	642542.0	1047363.0	2364619.0	7622349.0
Sample_IPO3916_C2_R2	53071.0	13714.0	11763.0	10528.0	9105.0	8720.0	9063.0	9505.0	10059.0	10868.0	11614.0	12532.0	13758.0	14953.0	17464.0	19538.0	22694.0	26388.0	31576.0	37632.0	47579.0	61012.0	76981.0	95385.0	116072.0	140722.0	170901.0	208730.0	261280.0	336831.0	450527.0	640914.0	1020080.0	2132548.0	7346621.0
Sample_IPO3916_C3_R1	285.0	196.0	317.0	494.0	902.0	1384.0	1843.0	2223.0	2580.0	3136.0	3787.0	4246.0	4864.0	5217.0	5892.0	6276.0	7135.0	8159.0	9479.0	11046.0	13570.0	17014.0	21989.0	29852.0	40543.0	53395.0	70786.0	93031.0	122970.0	165400.0	230738.0	337248.0	534092.0	1169215.0	4048471.0
Sample_IPO3916_C3_R2	20138.0	5146.0	4522.0	3973.0	3650.0	3419.0	3481.0	3878.0	4104.0	4490.0	4894.0	5307.0	5843.0	6664.0	7539.0	8758.0	9903.0	11663.0	13818.0	16927.0	21198.0	26868.0	34500.0	42925.0	52561.0	64668.0	79114.0	97979.0	124519.0	163419.0	222444.0	319074.0	508035.0	1065086.0	4057268.0
Sample_IPO3916_C4_R1	204.0	147.0	207.0	305.0	455.0	686.0	712.0	893.0	1031.0	1205.0	1373.0	1518.0	1564.0	1748.0	1795.0	1979.0	2330.0	2624.0	3202.0	3942.0	5080.0	6711.0	9905.0	14389.0	20785.0	28389.0	38428.0	50386.0	66545.0	89334.0	122374.0	178003.0	290646.0	678087.0	3147451.0
